"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.34,"power"
2,0,"GAUSS5",0.344,"power"
3,0,"GAUSS5",0.3,"power"
4,0,"GAUSS5",0.322,"power"
5,0,"GAUSS5",0.302,"power"
6,0,"GAUSS5",0.326,"power"
7,0,"GAUSS5",0.332,"power"
8,0,"GAUSS5",0.342,"power"
9,0,"GAUSS5",0.294,"power"
10,0,"GAUSS5",0.33,"power"
