epoch,train_loss,train_acc,val_loss,val_acc,lr,device
31,0.5763325455655118,0.7972465442908574,0.5877212677083936,0.7898840463814474,0.0005,cuda
32,0.5630599284106887,0.799546646517623,0.5847876495311185,0.7911835265893643,0.0005,cuda
33,0.5574925300468206,0.8010467131872527,0.5508312646125326,0.8020791683326669,0.0005,cuda
34,0.5491733874388337,0.8040579581314725,0.548150769868692,0.8006797281087565,0.0005,cuda
35,0.5510726883769687,0.8025245566469621,0.5454773798745807,0.8028788484606157,0.0005,cuda
36,0.542655331500928,0.8066136272723232,0.5415216125711733,0.8048780487804879,0.0005,cuda
37,0.5403053062487414,0.8056691408507045,0.5319622728835102,0.8087764894042383,0.0005,cuda
38,0.5354739279674209,0.8090581803635717,0.5322647933266917,0.8072770891643343,0.0005,cuda
39,0.5207642137969863,0.8145362016089605,0.5184364751046869,0.8140743702518992,0.00025,cuda
40,0.5175035595575954,0.8155806924752211,0.5257677894170548,0.8113754498200719,0.00025,cuda
41,0.5167907211079991,0.8160362682785901,0.522943772181946,0.8144742103158736,0.00025,cuda
42,0.5126390932077747,0.8172363216142939,0.5198282579906651,0.810375849660136,0.00025,cuda
43,0.5104074238845998,0.8177585670474243,0.5018676685624388,0.8234706117552979,0.00025,cuda
44,0.5073164040297687,0.8191141828525712,0.5114943723066575,0.818672530987605,0.00025,cuda
45,0.5089001147909913,0.8188919507533668,0.49572652544988627,0.8258696521391443,0.00025,cuda
46,0.5017691732295392,0.821114271745411,0.5109577003668327,0.8184726109556177,0.00025,cuda
47,0.49429012007212936,0.8242144095293125,0.49393167873708216,0.8257696921231508,0.000125,cuda
48,0.49304448421083347,0.8237699453309036,0.4979322153251203,0.8230707716913235,0.000125,cuda
49,0.49203287097018394,0.825503355704698,0.5034063528867209,0.8210715713714514,0.000125,cuda
