epoch,train_loss,train_acc,val_loss,val_acc,lr,device
34,0.5612607796412902,0.7986688297257656,0.5606486299952141,0.8019792083166734,0.001,cuda
35,0.5632533806287701,0.7973354371305391,0.5557483055028187,0.8011795281887245,0.001,cuda
36,0.5561196644775941,0.7994355304680208,0.5278085964243682,0.813374650139944,0.001,cuda
37,0.5452548745256132,0.8026467843015245,0.5149527250147495,0.8175729708116753,0.001,cuda
38,0.5374092361366353,0.8073358815947376,0.5743758589541708,0.7883846461415434,0.001,cuda
39,0.5518730428198814,0.7994688652829015,0.5391571746497857,0.8046781287485006,0.001,cuda
40,0.5245509665803627,0.8113138361704965,0.51169167409559,0.8176729308276689,0.001,cuda
41,0.5198427815308353,0.8125250011111605,0.4978612494058773,0.8205717712914834,0.001,cuda
42,0.5122991244768248,0.8152028979065736,0.49619829781004926,0.8209716113554578,0.001,cuda
43,0.5095485882871102,0.8165918485266012,0.5242075806782275,0.810875649740104,0.001,cuda
44,0.5010253278550755,0.8193141917418552,0.5257193338556415,0.8132746901239504,0.001,cuda
45,0.49337406636683206,0.8226587848348815,0.5341463897143398,0.807576969212315,0.001,cuda
46,0.49104801698697237,0.8248699942219654,0.49519616322534554,0.8255697720911636,0.0005,cuda
47,0.4895618924369144,0.8242477443441931,0.49256741680035065,0.8215713714514195,0.0005,cuda
48,0.48051652324067745,0.8278923507711454,0.4804688629413881,0.829468212714914,0.0005,cuda
49,0.4724899235606337,0.8297924352193431,0.4798093926234514,0.8250699720111955,0.0005,cuda
50,0.47717177087298773,0.8285034890439575,0.4803867469616577,0.8267692922830868,0.0005,cuda
51,0.46806759483454263,0.8323147695453131,0.45426713041618605,0.8375649740103959,0.0005,cuda
52,0.4677085208876397,0.8324481088048358,0.4712789665337135,0.8260695721711315,0.0005,cuda
53,0.4611893806943809,0.8355260233788169,0.46561058111688414,0.8320671731307477,0.0005,cuda
54,0.4649699154422147,0.8333925952264545,0.4727488250696197,0.8325669732107157,0.0005,cuda
55,0.4526752099759727,0.8388928396817636,0.44703538529351444,0.8412634946021591,0.0005,cuda
56,0.4506380342036821,0.83921507622561,0.44233599212206826,0.84656137544982,0.0005,cuda
57,0.44789967600533875,0.8404040179563537,0.4310423670793142,0.8461615353858457,0.0005,cuda
58,0.45144605467311966,0.8389039512867239,0.4363200640092131,0.8447620951619352,0.0005,cuda
59,0.4389895962868231,0.8435263789501756,0.4455640612006998,0.8421631347461016,0.0005,cuda
60,0.44137068199652546,0.8420818703053469,0.4248971147734563,0.8472610955617753,0.0005,cuda
61,0.4418397462655716,0.8432152540112894,0.453888745843673,0.8391643342662934,0.0005,cuda
62,0.43753566181608305,0.8431819191964087,0.43935796785287884,0.8396641343462615,0.0005,cuda
63,0.43210729981397034,0.8455931374727765,0.4211010102008353,0.8517592962814874,0.0005,cuda
64,0.4244184692841995,0.8481599182185875,0.44679667361852216,0.8346661335465814,0.0005,cuda
65,0.4315566500561349,0.8461264945108672,0.43381031307398155,0.8452618952419032,0.0005,cuda
66,0.42305313640395514,0.849393306369172,0.41319367921099764,0.8537584966013595,0.0005,cuda
67,0.42324207401062636,0.8496266500733366,0.4239424342324571,0.8448620551779288,0.0005,cuda
68,0.4172590096487809,0.8514378416818525,0.42380012778557097,0.8491603358656538,0.0005,cuda
69,0.41911926451505693,0.850248899951109,0.42150223676989623,0.8499600159936026,0.0005,cuda
70,0.411271141773542,0.8543046357615894,0.3985630140834596,0.859156337465014,0.0005,cuda
71,0.4102671219974715,0.8537490555135784,0.4038299983475314,0.8574570171931227,0.0005,cuda
72,0.4065714080170306,0.8551157829236855,0.4001955538213563,0.860655737704918,0.0005,cuda
73,0.4116220723282438,0.8536379394639761,0.3998551404878932,0.8594562175129948,0.0005,cuda
74,0.3997855779025135,0.8575047779901329,0.4050069158969046,0.8573570571771292,0.0005,cuda
75,0.4027169022320525,0.8569603093470821,0.3861297621506779,0.8635545781687325,0.0005,cuda
76,0.3987105798099278,0.8579047957687008,0.4221230743885612,0.8497600959616154,0.0005,cuda
77,0.4040586742762857,0.8554713542824125,0.4259934454191117,0.8442622950819673,0.0005,cuda
78,0.3947997457851616,0.8599493310813814,0.420416819660819,0.8482606957217114,0.0005,cuda
79,0.39128761668831324,0.8603604604649095,0.40125074886122214,0.8583566573370651,0.0005,cuda
80,0.39199379132590756,0.8601604515756256,0.3855678117820998,0.8626549380247901,0.0005,cuda
81,0.39038053197332784,0.8625050002222321,0.38504503006603374,0.866953218712515,0.0003,cuda
82,0.39028745571228285,0.8621049824436642,0.3816558582956245,0.8653538584566174,0.0003,cuda
83,0.3898134473400798,0.8614382861460509,0.385714593850246,0.8652538984406237,0.0003,cuda
84,0.3848118403457664,0.8639939552869016,0.380651680112886,0.8657536985205918,0.0003,cuda
85,0.38401458921223314,0.8639050624472199,0.3832301017297644,0.8656537385045981,0.0003,cuda
86,0.38436179613239463,0.8639161740521801,0.37742106818475996,0.8668532586965214,0.0003,cuda
87,0.3803671283522491,0.8657495888706165,0.3882500278751929,0.8594562175129948,0.0003,cuda
88,0.3805865816680255,0.8655940264011733,0.3750134169376168,0.865953618552579,0.0003,cuda
89,0.378564673657682,0.8659384861549402,0.3688084512817912,0.8710515793682527,0.0003,cuda
90,0.37578058456589347,0.8671163162807236,0.38829909498598136,0.8579568172730908,0.0003,cuda
91,0.3743586016207823,0.866782968131917,0.38044975409027293,0.8665533786485405,0.0003,cuda
92,0.37220308842953165,0.8688941730743589,0.3716623289782445,0.868452618952419,0.0003,cuda
93,0.3717833996664191,0.8689719543090804,0.37512384502232815,0.8666533386645342,0.0003,cuda
94,0.3681922178437135,0.8700164451753412,0.379860557249335,0.8646541383446621,0.0003,cuda
95,0.37085008709699535,0.8685719365305125,0.3630332315697378,0.8691523390643743,0.0003,cuda
96,0.36572478411912845,0.8713387261656074,0.3763833091598375,0.8662534986005598,0.0003,cuda
97,0.3687971137837254,0.8702942352993467,0.3647282677071422,0.8722510995601759,0.0003,cuda
98,0.36490306306814657,0.871372060980488,0.3574015240593464,0.8734506197520991,0.0003,cuda
99,0.36518145593448587,0.8710276012267212,0.36269239133379544,0.8716513394642144,0.0003,cuda
100,0.36225735151856214,0.8726276723409929,0.3838925569749079,0.8629548180727709,0.0003,cuda
101,0.3635682424265383,0.8714053957953687,0.35993887555570614,0.87375049980008,0.0003,cuda
102,0.3653290427228102,0.8718831948086582,0.35910116987483875,0.8753498600559776,0.0003,cuda
103,0.36422918214178696,0.8704164629539091,0.37758885866782516,0.8653538584566174,0.0003,cuda
104,0.35974070726381346,0.8726943419707542,0.35978213926760116,0.8729508196721312,0.0003,cuda
105,0.3579498076696937,0.8733832614782879,0.3579052519745848,0.8751499400239904,0.0003,cuda
106,0.3602682156620346,0.8719054180185786,0.3569891479302768,0.872750899640144,0.0003,cuda
107,0.34569117928235826,0.8782390328459042,0.36004684975103396,0.869452219112355,0.00015,cuda
108,0.34529916356179896,0.8793168585270457,0.3491698996763809,0.8789484206317473,0.00015,cuda
109,0.3445902736066495,0.8791501844526424,0.34399679487869766,0.8783486605357856,0.00015,cuda
110,0.3445600389684538,0.8790168451931197,0.35488509772563637,0.8720511795281887,0.00015,cuda
111,0.3452131451196186,0.8778390150673363,0.35905597349111196,0.8730507796881247,0.00015,cuda
112,0.34285525619769086,0.8794724209964887,0.3530844954288945,0.875249900039984,0.00015,cuda
113,0.3372335481380875,0.882005866927419,0.343088989041415,0.8782487005197921,7.5e-05,cuda
114,0.33703427016668847,0.8819503089026179,0.3384281426298766,0.8808476609356257,7.5e-05,cuda
115,0.3362561844392291,0.883117027423441,0.3432168792851302,0.8802479008396641,7.5e-05,cuda
116,0.3363963186613713,0.8828947953242366,0.34072934899006974,0.8808476609356257,7.5e-05,cuda
117,0.3357447998418485,0.8827058980399128,0.33700487849379673,0.8814474210315874,7.5e-05,cuda
118,0.33486735028523096,0.883417040757367,0.33676927217074937,0.883046781287485,7.5e-05,cuda
119,0.3355648249177129,0.8834059291524068,0.3365315264615952,0.883046781287485,7.5e-05,cuda
120,0.33437745366961624,0.8825947819903107,0.3357513923911465,0.8826469412235106,7.5e-05,cuda
121,0.334768061329457,0.8830725810036002,0.343974678403661,0.8789484206317473,7.5e-05,cuda
122,0.3337586528937326,0.8832059202631228,0.33531557819524893,0.8819472211115553,7.5e-05,cuda
123,0.33067391343162117,0.8847504333525934,0.33326692275050546,0.8824470211915234,3.75e-05,cuda
124,0.33070229809784063,0.8846170940930708,0.3357025748465072,0.882047181127549,3.75e-05,cuda
125,0.32946002809486047,0.885428241255167,0.335726492801031,0.882546981207517,3.75e-05,cuda
126,0.329663590074269,0.8847504333525934,0.3338068347187435,0.8827469012395042,3.75e-05,cuda
