label,label_name,setting,n,method,rejection_rate,binomial_se,ci_lower,ci_upper,mean_stat,mean_cutoff,median_cond_sigma_hat,median_cond_sigma_reg,median_lambda,n_tests_per_cell_actual,B_boot_actual,alpha
6,normal colon mucosa,H0_source,100,cnn_multilayer_single_gaussian,0.0526,0.003156999841621789,0.04641228031042129,0.05878771968957871,3.0545902398644946,10.518365175242504,78.49039373631682,78.27593276696237,5.2692185021609256e-05,5000,500,0.05
6,normal colon mucosa,H0_source,100,raw_pixel_gaussian5,0.0584,0.0033163063790910513,0.05190003949698154,0.06489996050301847,3.460874950656797,11.528300396122772,5217689.561302843,44342.38917474692,6.047847295802032e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,20,cnn_final_fc128_gaussian5,0.0956,0.00415838045397484,0.08744957431020932,0.10375042568979069,7.377630496343706,13.234932890253857,373783.86381662684,40952.37320677977,3.781066878894003e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,20,cnn_multilayer_gaussian15,0.162,0.005210681337406846,0.15178706457868257,0.17221293542131744,31.359804647079,35.92135977684984,2800738.429881761,124079.59950509903,4.528863782773188e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,20,cnn_multilayer_single_gaussian,0.0728,0.003674238968820618,0.06559849162111159,0.08000150837888842,3.660782998168095,10.89017999527777,83.87884266014764,83.63200501563895,5.4207599471230005e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,20,raw_pixel_gaussian5,0.075,0.003724916106437835,0.06769916443138184,0.08230083556861816,4.384519069009806,11.795265660746376,11287625.291961923,47869.971333661684,1.9886196105105142e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,30,cnn_final_fc128_gaussian5,0.0768,0.0037656808149390463,0.06941926560271947,0.08418073439728052,5.3528916919556275,13.137508240298338,236945.70652603917,38354.46096977082,3.3867733398360806e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,30,cnn_multilayer_gaussian15,0.1168,0.004542196825325824,0.10789729422236138,0.12570270577763862,20.971860038137606,35.57508379146357,1558932.2507407344,118713.17978343603,4.157099814181475e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,30,cnn_multilayer_single_gaussian,0.0598,0.0033533255135760383,0.05322748199339097,0.06637251800660904,3.4600384974862384,10.804976372456721,74.47294352177309,74.27804298361758,5.1199658164131684e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,30,raw_pixel_gaussian5,0.0662,0.003516178607522661,0.05930828992925558,0.07309171007074441,4.206968928753135,11.83862296258875,4329924.851303185,47029.61280265703,1.4332691499747578e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,50,cnn_final_fc128_gaussian5,0.056,0.003251584229264252,0.049626894910642066,0.062373105089357936,4.342109555305352,13.005065478033384,170097.91403575608,35976.73054456018,3.0509436589853952e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,50,cnn_multilayer_gaussian15,0.0786,0.003805838672355937,0.07114055620218236,0.08605944379781764,16.045072234237473,35.082402144163225,1036050.4940908677,113426.46987129755,3.84552667888598e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,50,cnn_multilayer_single_gaussian,0.0542,0.0032019481569819336,0.04792418161231541,0.060475818387684586,3.1191969065582357,10.69474861301145,67.78066589202547,67.61899510596393,4.861558152992191e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,50,raw_pixel_gaussian5,0.0448,0.002925507135523686,0.03906600601437357,0.05053399398562643,3.417390787356037,11.889820173765129,1736394.5015014005,45555.79689585146,9.746458777443872e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,80,cnn_final_fc128_gaussian5,0.055,0.0032241277890307017,0.04868070953349982,0.06131929046650018,4.243036855272817,12.994740968384876,135898.75769310165,34147.53806898889,2.8612902245142913e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,80,cnn_multilayer_gaussian15,0.0694,0.003593984974926857,0.06235578944914336,0.07644421055085664,14.918773137399315,34.93938364955344,811562.7238672867,109669.72085316153,3.671863928348804e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,80,cnn_multilayer_single_gaussian,0.0546,0.003213062090903318,0.0483023983018295,0.0608976016981705,3.134891711614772,10.674993734172837,64.42591685977715,64.27948939448214,4.722640480610495e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,80,raw_pixel_gaussian5,0.0496,0.0030704996336101396,0.04358182071812412,0.055618179281875874,3.446281004602144,11.897542658569007,941015.9497827063,43846.434791697844,7.139771211398886e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,100,cnn_final_fc128_gaussian5,0.0538,0.0031907854832313627,0.04754606045286653,0.06005393954713347,4.207656912950424,13.001507399583172,124589.16003230623,33410.5606190938,2.7943700620917937e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,100,cnn_multilayer_gaussian15,0.0656,0.0035013323178470224,0.05873738865701984,0.07246261134298017,14.598462234585424,34.817420717651714,740454.9202103836,108155.51353936628,3.6114101309631616e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,100,cnn_multilayer_single_gaussian,0.0534,0.0031795735563122296,0.04716803582962803,0.059631964170371976,3.1646038747560596,10.62957152374358,63.35201003848218,63.209381668256874,4.676536754417312e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_external,100,raw_pixel_gaussian5,0.045,0.0029317230428538097,0.03925382283600653,0.05074617716399347,3.38251644517636,11.917956262070376,739536.2551368619,43000.701842074064,6.245070875576013e-06,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,20,cnn_final_fc128_gaussian5,0.0924,0.004095417927391537,0.08437298086231258,0.10042701913768741,7.48332330000512,13.340098713364203,225584.8176961558,38066.14937789734,3.667464575568636e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,20,cnn_multilayer_gaussian15,0.16,0.0051845925587262875,0.14983819858489647,0.17016180141510354,28.076636238495865,35.793118360707055,1706093.180154128,118795.04657198768,4.3034542722212476e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,20,cnn_multilayer_single_gaussian,0.0656,0.0035013323178470224,0.05873738865701984,0.07246261134298017,3.4933978808411745,10.869040844611273,53.619777008552624,53.51699498735348,5.168038493197635e-05,5000,500,0.05
8,colorectal adenocarcinoma epithelium,H0_source,20,raw_pixel_gaussian5,0.0966,0.004177761122898244,0.08841158819911944,0.10478841180088057,5.2656612206859235,11.803858818988592,11325784.560754837,47614.36841953981,1.9963842220577945e-05,5000,500,0.05
