sample_size,outer_iter,inner_iter,scenario,method,reject,q,cond_raw,cond_reg,ridge_lambda,stat,cutoff
30,3,10,power,GEXP-5,0,5,470499.95961456763,339743.0887134558,1.2914457639461541e-06,1.6498023149925398,8.182766027964036
30,3,11,power,GEXP-5,0,5,33116.34098623151,32069.37752711145,1.7227158778481815e-06,4.558734088828999,13.744175232307075
30,3,12,power,GEXP-5,0,5,1461737.2299305035,745337.071530847,1.1243936181780835e-06,1.7879582188284466,17.698569244546018
30,3,13,power,GEXP-5,0,5,72987.47683227612,68725.09866544299,1.6147337362665335e-06,5.615141006853229,19.349628026394946
30,3,14,power,GEXP-5,0,5,800666.0908668154,501634.05247174884,1.3983394852040765e-06,4.065505533791622,13.805192678218809
30,3,15,power,GEXP-5,0,5,320816.21243848605,254913.5698723588,1.2391034177083355e-06,7.890977430464591,15.82072492178748
30,3,16,power,GEXP-5,0,5,51430.01260553915,49371.15659931916,1.2260979252169156e-06,4.927352608458435,14.646536116882768
30,3,17,power,GEXP-5,0,5,1358394.6074035661,637144.1864857757,1.3899936646236368e-06,1.2988262952025131,11.154980014651873
30,3,18,power,GEXP-5,0,5,2845138.25226347,954249.4240162908,1.0197092815190263e-06,1.4336042892965253,14.294603893720298
30,3,19,power,GEXP-5,0,5,891825.3285869538,533671.2765013343,1.1448938435743187e-06,2.6822888337449626,20.952218719038058
30,3,20,power,GEXP-5,0,5,689152.5086466183,427669.93336099753,1.5026702918289144e-06,4.104474300960503,13.565525318633822
30,4,1,power,GEXP-5,0,5,603100.081394152,414564.417135938,1.1787035869342584e-06,0.2635558612366289,11.528111813443568
30,4,2,power,GEXP-5,0,5,1491213.2342582569,731805.5978844529,1.1378206538663269e-06,3.326060800204342,15.537062979678222
30,4,3,power,GEXP-5,0,5,1586806.70053289,755010.5579510377,1.2066555867419035e-06,1.694635939593713,16.502528586438878
30,4,4,power,GEXP-5,0,5,123835.63345474756,111317.14573585062,1.4968518831479562e-06,4.380382377066184,14.713995492065644
30,4,5,power,GEXP-5,0,5,34264.87956946428,33255.24382125015,1.3697321002849645e-06,5.012636978305842,14.713882120374222
30,4,6,power,GEXP-5,0,5,79581.97714963663,74274.44570402548,1.4955993598398444e-06,2.5566662329243997,16.8940653974513
30,4,7,power,GEXP-5,0,5,1268457.9731667405,638727.0477198346,1.311796122192015e-06,8.251695069370726,10.903064342658793
30,4,8,power,GEXP-5,0,5,809041.5118707612,481106.9541114903,1.3599314788152768e-06,0.7910277810125308,15.023354645987983
30,4,9,power,GEXP-5,0,5,344242.16833599046,262963.63723792124,1.546181760046204e-06,2.681564335752956,10.311586459746959
30,4,10,power,GEXP-5,0,5,1230727.3104502158,613746.3381901971,1.3442945850719622e-06,1.569642437266232,15.626383415780625
30,4,11,power,GEXP-5,0,5,962053.8799143509,589810.9643474771,9.272376044823609e-07,3.642246626259677,18.682723697668703
30,4,12,power,GEXP-5,0,5,592298.431620761,417229.97744695976,1.1022082084267624e-06,6.048450077408802,13.598608031506616
30,4,13,power,GEXP-5,0,5,363563.23976516403,270415.973163385,1.6259531123510837e-06,2.07268533632579,10.570728326127675
30,4,14,power,GEXP-5,0,5,45963.70771045264,44271.95709396913,1.2609213817261385e-06,2.2831700351647983,15.065084789712417
30,4,15,power,GEXP-5,0,5,638209.776509335,396423.5230551234,1.802298803461865e-06,6.422295739080695,11.557159179037646
30,4,16,power,GEXP-5,1,5,3139960.910904382,943883.7408890161,1.3642363889113722e-06,10.756983548024664,8.469642570798975
30,4,17,power,GEXP-5,0,5,41125.637419723294,39519.59839170114,1.4219625208050505e-06,9.704797577328115,13.250398443022545
30,4,18,power,GEXP-5,0,5,478249.2400932416,360785.32699866046,1.0266583340300306e-06,4.006495847204995,10.86522341127791
30,4,19,power,GEXP-5,0,5,409238.71170308493,293914.50216502784,1.7660943808855108e-06,1.008227740719045,15.73042821724272
30,4,20,power,GEXP-5,0,5,326389.2242306444,253799.75349320812,1.3886414867361117e-06,1.9666885071618374,11.547466085035863
30,1,1,power,NEW-MMMD,0,4,11078.131925431782,10953.414707809463,1.3904496213098558e-06,0.8168800021311049,14.286165256012954
30,1,2,power,NEW-MMMD,0,4,12944.548527757299,12800.358205537037,1.046014426499278e-06,3.9339120247657977,15.66772658248913
30,1,3,power,NEW-MMMD,0,5,95692.37301391564,89050.43353805802,1.4369578142779926e-06,1.7544433679991762,13.777400616457816
30,1,4,power,NEW-MMMD,0,4,20961.949625668156,20576.267666936335,1.1273930403097641e-06,2.694276051670922,14.25609996633911
30,1,5,power,NEW-MMMD,0,4,4666.049677373715,4644.311714205784,1.1394385275929785e-06,4.84447856011069,14.42985560886239
30,1,6,power,NEW-MMMD,0,4,17987.025080043375,17349.7967579615,3.2237632579889884e-06,1.6369213328997265,12.63547153012778
30,1,7,power,NEW-MMMD,0,4,8662.872061805383,8593.72701433426,1.3066336215464618e-06,0.8502718726867622,11.122736472231042
30,1,8,power,NEW-MMMD,0,4,32438.019785044336,31499.320389054887,1.114136836582606e-06,5.274402577623029,11.855184091471019
30,1,9,power,NEW-MMMD,0,4,5335.229369261333,5303.536708225844,1.3794270879868135e-06,2.1534831488188333,15.234100681535693
30,1,10,power,NEW-MMMD,1,3,515.1370365533637,514.5443901366637,2.9572307542344793e-06,13.067216715691728,10.402949742799334
30,1,11,power,NEW-MMMD,0,4,8325.465210673301,8252.73719422582,1.4160421416165112e-06,1.538370094453601,11.67090161936901
30,1,12,power,NEW-MMMD,0,5,103419.6419596621,95365.14054310058,1.328309119008226e-06,1.5076807487313175,10.104283765326432
30,1,13,power,NEW-MMMD,0,4,28912.398011649148,28122.09438196465,1.295867522019085e-06,3.224418720998637,10.068831120184601
30,1,14,power,NEW-MMMD,0,4,8470.215956736005,8399.854007543718,1.07541756092674e-06,0.8406387278705174,17.72054927224497
30,1,15,power,NEW-MMMD,0,4,19376.12268661912,19034.821230717378,1.073577848533882e-06,0.3540743650257001,9.449807397160095
30,1,16,power,NEW-MMMD,0,4,20241.359782074313,19874.0620928544,1.2980121400480737e-06,1.1175861950128745,11.77947399671676
30,1,17,power,NEW-MMMD,1,4,9900.824065036508,9806.764523396092,1.2001181027921829e-06,9.18552092364768,8.121783698844556
30,1,18,power,NEW-MMMD,0,4,9682.249054359752,9584.902935262775,1.6254285355300002e-06,2.2294903660518206,14.10303358057199
30,1,19,power,NEW-MMMD,0,5,29573.07384780601,28803.32907515434,1.5360317134827054e-06,10.838492483920987,19.36528638077196
30,1,20,power,NEW-MMMD,0,4,9106.025202548832,9025.531307289068,1.4600852591083014e-06,2.370255348865431,10.785512387627547
30,2,1,power,NEW-MMMD,0,5,51890.313362285175,49618.538557085194,1.394048620861112e-06,1.0629885759787037,15.577166667696117
30,2,2,power,NEW-MMMD,0,4,23998.02113705206,23482.591636491903,1.0941327225705008e-06,2.7798009523689338,11.96009606289271
30,2,3,power,NEW-MMMD,0,5,30689.1345450867,29891.697760838153,1.4610029435845316e-06,8.349705869309652,15.827585665730284
30,2,4,power,NEW-MMMD,0,5,42936.04681100975,41324.20052776167,1.3882897507981701e-06,7.740873475087081,14.535873142380376
30,2,5,power,NEW-MMMD,0,4,8470.592352045744,8396.713518565251,1.5865116128236374e-06,0.432435067958886,7.385084486967169
30,2,6,power,NEW-MMMD,0,4,23484.195927326655,22435.353380423694,4.224113070583725e-06,4.16107636084066,12.7139900135007
30,2,7,power,NEW-MMMD,0,4,8069.263803705654,7995.465553676363,1.2406857725335716e-06,11.997645426986935,14.026324832036662
30,2,8,power,NEW-MMMD,0,5,150406.17853415478,134257.4325876872,1.3936775955943177e-06,1.0693948984064932,16.043415715104896
30,2,9,power,NEW-MMMD,0,4,26973.53709943416,26342.908679493376,1.00459818600949e-06,6.21004726292043,10.802155042300287
30,2,10,power,NEW-MMMD,0,4,6180.996014204707,6145.196469749217,1.2084240763966592e-06,0.5290860301862932,12.854155322541184
30,2,11,power,NEW-MMMD,0,4,29805.81637436538,29031.148076210815,1.268106847196355e-06,0.538503447784558,11.852562372772795
30,2,12,power,NEW-MMMD,0,4,8033.324219450993,7969.539244903159,1.4829241478290594e-06,0.3529901731242848,10.366819539429416
30,2,13,power,NEW-MMMD,0,4,7674.789517287778,7621.654217027646,1.031259699101156e-06,8.072549093174434,10.355300881974825
30,2,14,power,NEW-MMMD,0,4,21821.48849277356,21379.026338976488,1.1690544561291468e-06,9.316635176412465,13.710818789783763
30,2,15,power,NEW-MMMD,0,4,14512.352309917962,14303.26825144993,1.1697450777967183e-06,1.7110363651095108,9.237315680560636
30,2,16,power,NEW-MMMD,0,5,38054.75652820044,36796.02159517414,1.462320318207124e-06,1.2494011983496556,14.788157256777398
30,2,17,power,NEW-MMMD,0,4,11921.081661585784,11777.787744734807,1.1963998009076022e-06,2.5486819922533335,21.07183005025687
30,2,18,power,NEW-MMMD,0,4,15619.09142091381,15373.54058446779,1.2968578912555435e-06,4.135342224907092,13.673299004379292
30,2,19,power,NEW-MMMD,1,4,9943.017894540362,9846.455890803632,1.5666209487876891e-06,45.61323074455541,12.295162373045752
30,2,20,power,NEW-MMMD,0,4,7711.129912256899,7654.070067957213,1.3589378293886815e-06,0.5888423409194117,13.621214692084267
30,3,1,power,NEW-MMMD,0,5,72789.87572889979,68772.71753042094,1.2919020091422984e-06,2.9356624019644357,17.21404697297003
30,3,2,power,NEW-MMMD,0,5,119260.88271847522,107895.78862972913,1.375419067028113e-06,0.9934390178845263,12.965267123488847
30,3,3,power,NEW-MMMD,0,4,6169.053308961614,6127.965081949157,1.276541749347012e-06,2.715531219219879,10.015551747155174
30,3,4,power,NEW-MMMD,1,4,11979.527874095029,11867.544988001542,1.0234671258734226e-06,15.997281024323172,10.534179643750665
30,3,5,power,NEW-MMMD,0,4,3374.9218560359827,3364.633401073155,1.1279505880100868e-06,2.4901210280910657,9.964833444311312
30,3,6,power,NEW-MMMD,0,5,26836.268055434997,26126.65899814548,1.6752476394117772e-06,17.739773670181478,20.297008722326797
30,3,7,power,NEW-MMMD,0,4,11384.300451303994,11251.696624418932,1.2289104175770162e-06,1.0233240356255937,18.643890460022714
30,3,8,power,NEW-MMMD,1,4,28359.198868703766,27681.170538692964,9.320659833034572e-07,23.70868718888829,11.111901081208792
30,3,9,power,NEW-MMMD,0,5,93954.60314095013,87147.8590638618,1.3560570317367619e-06,7.673796463236954,14.667287063169757
30,3,10,power,NEW-MMMD,0,5,109126.31289274288,100380.5183044566,1.2914456764565128e-06,1.4645757204770575,18.96691610705619
30,3,11,power,NEW-MMMD,0,5,40009.212059723875,38529.384515367085,1.7227158478920958e-06,6.0082350295873255,19.704343936996427
30,3,12,power,NEW-MMMD,0,4,15553.330940897915,15347.818256884977,1.1243935512511599e-06,1.78564439704325,17.488757621219904
30,3,13,power,NEW-MMMD,0,5,60491.35090153634,57635.640849640506,1.6147338202979782e-06,5.80947489993973,15.804556024448516
30,3,14,power,NEW-MMMD,0,4,10287.121973961252,10184.219267217224,1.3983393562299778e-06,2.759294900222475,16.100453986435475
30,3,15,power,NEW-MMMD,0,4,3907.151400012002,3891.1901271666948,1.2391035147049279e-06,7.859553628399139,9.14154137063667
30,3,16,power,NEW-MMMD,0,5,41462.09872138622,40161.294967261856,1.2260979879941463e-06,4.949487196004995,15.011716230861268
30,3,17,power,NEW-MMMD,0,4,9185.461535392213,9102.449224367128,1.3899935264585312e-06,1.2955039266320518,11.319084603775108
30,3,18,power,NEW-MMMD,0,4,20814.45186417304,20066.479686578543,2.5945648064149133e-06,1.2366882826466608,9.747029068442956
30,3,19,power,NEW-MMMD,0,4,11706.808172976595,11572.546034611092,1.144893850849389e-06,1.4543876908790274,10.556068766565891
30,3,20,power,NEW-MMMD,0,4,8282.047936415227,8209.75959085315,1.50267035844323e-06,4.134152192127521,8.57031748571955
30,4,1,power,NEW-MMMD,0,4,9730.056465720969,9637.091347005793,1.1787037091236724e-06,0.14481850623373793,9.105555720145059
30,4,2,power,NEW-MMMD,0,4,11814.731583687962,11688.855231369647,1.1378205694148872e-06,3.315318019497562,15.337736888185379
30,4,3,power,NEW-MMMD,0,4,20198.122147607646,19832.017093056857,1.206655650259826e-06,1.6965584383837338,13.223953624477705
30,4,4,power,NEW-MMMD,0,5,47163.48452338676,45253.30316163784,1.4968518271191444e-06,3.6624776605464398,16.891017606700878
30,4,5,power,NEW-MMMD,0,5,29981.85970037652,29232.495878699297,1.3697321217205122e-06,5.226370957988056,10.411750181615247
30,4,6,power,NEW-MMMD,0,5,35182.06892807432,34125.335860537154,1.495599339616082e-06,3.2800428753501194,14.576219487717
30,4,7,power,NEW-MMMD,0,4,14983.736532290772,14756.403324090026,1.3117962347408239e-06,3.2919774228692233,8.32328196800028
30,4,8,power,NEW-MMMD,0,4,7373.631674245132,7320.334061105088,1.3599314187581008e-06,0.7836685116123494,13.757934961431001
30,4,9,power,NEW-MMMD,0,5,146941.95231039458,130976.3383030766,1.5461817837360136e-06,2.816674177524682,11.679956489408172
30,4,10,power,NEW-MMMD,0,4,9396.171297510153,9312.302246488369,1.3442945946448772e-06,1.1865374756804414,15.102734264707676
30,4,11,power,NEW-MMMD,0,4,9480.952995272763,9405.19314774456,9.272374849885132e-07,3.594607346096692,11.723835911354742
30,4,12,power,NEW-MMMD,0,4,7145.039874789754,7097.986779777402,1.102208168272187e-06,5.478094238019072,17.15570611396199
30,4,13,power,NEW-MMMD,0,4,6443.760279829738,6396.398628363437,1.6259532310477983e-06,0.967877888341464,11.24025110368725
30,4,14,power,NEW-MMMD,0,5,71139.63050353489,67503.23020803777,1.2609214582821653e-06,2.499724508839556,12.480634180672078
30,4,15,power,NEW-MMMD,0,4,4845.061918768625,4817.593515451528,1.8022987517433295e-06,5.889619980536116,16.355116667561003
30,4,16,power,NEW-MMMD,0,4,22126.200642596297,21191.248248632146,3.5374196942288114e-06,6.059278166550975,10.2864738218667
30,4,17,power,NEW-MMMD,0,5,39123.283020098956,37708.27640587185,1.4219624097025291e-06,10.15276313346527,11.26146207785166
30,4,18,power,NEW-MMMD,0,4,5556.359259483934,5529.006956384136,1.026658168149071e-06,3.090544862265698,17.767033507791236
30,4,19,power,NEW-MMMD,0,4,4622.112035105133,4597.0382154413255,1.7660942446673137e-06,1.0541340619046302,8.456807552528344
30,4,20,power,NEW-MMMD,0,5,135738.55654480102,122339.18795166245,1.3886415376840282e-06,1.9666052121686945,14.031058053632243
30,1,1,type1_a,GEXP-5,1,5,3111724.276344885,955309.1401202441,1.22473059353344e-06,122.6741521069016,13.915161159892193
30,1,2,type1_a,GEXP-5,0,5,547841.2097975976,372208.6845566331,1.3142981733867373e-06,0.5002408730697503,16.06579303195205
30,1,3,type1_a,GEXP-5,0,5,313631.67263290484,248898.60454719412,1.2004978070545762e-06,3.5499208715760346,15.675841451503706
30,1,4,type1_a,GEXP-5,0,5,279814.86410911236,223987.4444638124,1.6615455640774379e-06,1.32485921684205,14.907410097291333
30,1,5,type1_a,GEXP-5,0,5,1097579.373031896,589223.612201335,1.7087136138592846e-06,3.2119389400257887,13.121654395237893
30,1,6,type1_a,GEXP-5,0,5,322144.4408366334,257186.70716789973,1.2244261860045068e-06,2.4776093276378504,12.870299798047567
30,1,7,type1_a,GEXP-5,0,5,1730284.2428826329,706425.6772445384,1.2510443361318323e-06,2.4409418242437653,13.056136131961871
30,1,8,type1_a,GEXP-5,0,5,650047.9401223775,413899.7505715238,1.5920260740047272e-06,12.445079683755843,17.103996735281093
30,1,9,type1_a,GEXP-5,0,5,812942.9575124728,511513.95148043265,1.0449716606984704e-06,4.472093547577856,11.912559060730603
30,1,10,type1_a,GEXP-5,1,5,3213921.3205044256,925735.7792674468,1.2389411157377844e-06,11.428059658480265,8.735898535306864
30,1,11,type1_a,GEXP-5,0,5,115962.78260394999,105169.5719866478,1.4435614973714542e-06,4.560050571425677,14.21330775424525
30,1,12,type1_a,GEXP-5,0,5,1031033.7060063046,554918.396637603,1.4219316741822324e-06,2.579739129721446,14.26515642533105
30,1,13,type1_a,GEXP-5,0,5,404582.27746786666,314113.1729659512,1.265506524301883e-06,5.00215508802102,14.884365592050262
30,1,14,type1_a,GEXP-5,0,5,789124.5035472135,477709.75757000124,1.2947205266942373e-06,0.909814449909085,8.993436956621812
30,1,15,type1_a,GEXP-5,0,5,780108.3401170893,461048.67277022457,1.480282185931907e-06,1.5612628792980914,12.396619276259498
30,1,16,type1_a,GEXP-5,0,5,675635.7107179806,445789.2974896124,1.3767830339302218e-06,3.2962198840667156,18.497866411747868
30,1,17,type1_a,GEXP-5,0,5,587249.3731637951,411073.30939011596,1.0966715765953314e-06,6.163704165948616,10.506001506514169
30,1,18,type1_a,GEXP-5,1,5,915981.2687420545,518587.64552666695,1.361694747997068e-06,18.713716545544344,9.536520744138917
30,1,19,type1_a,GEXP-5,0,5,467460.66860577406,330215.5354094977,1.6353268686025753e-06,0.525793608589316,13.438463529126354
30,1,20,type1_a,GEXP-5,0,5,1129537.8764198888,582409.3974010997,1.4940303937152245e-06,3.458621718068059,10.509753641639852
30,2,1,type1_a,GEXP-5,0,5,505904.94325996353,354124.8508208379,1.2790308854768949e-06,6.003628563205268,16.81926149673544
30,2,2,type1_a,GEXP-5,0,5,1630951.2478508404,696488.9970704787,1.3296651047550574e-06,3.369076413141272,17.561780044599484
30,2,3,type1_a,GEXP-5,0,5,125979.21747818247,114219.38358571946,1.3611988292768378e-06,2.1620016485181637,13.865421506312353
30,2,4,type1_a,GEXP-5,0,5,1015757.5218182694,568105.8313786942,1.2752893878849896e-06,2.9473508899784417,11.445187150928735
30,2,5,type1_a,GEXP-5,0,5,193040.43890282928,164318.78893069862,1.5575169767371614e-06,4.303419924422993,21.80774346014892
30,2,6,type1_a,GEXP-5,0,5,959180.4174915933,567073.7986513205,1.1402351504820917e-06,1.3775956111664196,17.025938572435745
30,2,7,type1_a,GEXP-5,0,5,124081.07086945744,111874.76284424073,1.2451608758855912e-06,1.44801441567828,15.754511883733345
30,2,8,type1_a,GEXP-5,1,5,1420793.1342085577,786209.2826415742,9.897172734492602e-07,18.537343249186698,11.03300043773456
30,2,9,type1_a,GEXP-5,0,5,2272033.4674418373,891399.3247788373,1.1774512424209795e-06,7.826858084644243,9.849320700512868
30,2,10,type1_a,GEXP-5,0,5,154105.66524868915,135972.66346190122,1.1886745051449126e-06,1.3072428691721782,16.828050262862195
30,2,11,type1_a,GEXP-5,0,5,712503.8953511976,467077.6580985287,1.3907382763385028e-06,5.125725433382769,16.51978473985028
30,2,12,type1_a,GEXP-5,0,5,67739.64210356791,64096.18169207367,1.6108593731380187e-06,6.982831505539303,13.993388369934355
30,2,13,type1_a,GEXP-5,1,5,1151304.0954598642,643803.3043142641,9.805173885035303e-07,32.969293680370214,10.94770566533736
30,2,14,type1_a,GEXP-5,0,5,86931.0414533725,79745.04283941402,1.6353799348937107e-06,1.1486816046368453,13.738489691665338
30,2,15,type1_a,GEXP-5,0,5,1111079.4370233053,582087.541228733,1.2847912178574004e-06,3.0190618385796313,13.837204668712335
30,2,16,type1_a,GEXP-5,0,5,1183649.0432312563,600119.0049504602,1.2751773901375942e-06,2.8710162448269045,14.473605228798492
30,2,17,type1_a,GEXP-5,0,5,2203750.6224744846,894309.366319188,1.1234944492189828e-06,2.566725078275958,15.483434902765941
30,2,18,type1_a,GEXP-5,0,5,350033.5808912915,262084.56914423208,1.6442811593817002e-06,3.820408604366264,12.876860750845006
30,2,19,type1_a,GEXP-5,0,5,323511.87925062835,255475.73406559756,1.2305476488438534e-06,1.8737557794133917,9.048710601489717
30,2,20,type1_a,GEXP-5,0,5,364915.2451740375,265618.66298958147,1.7509535647580906e-06,2.136401049507782,13.795320287094606
30,3,1,type1_a,GEXP-5,0,5,729060.2994256904,433508.721906774,1.467953331848964e-06,2.1716302810932007,9.211472918757737
30,3,2,type1_a,GEXP-5,0,5,1548129.578457387,724651.6110639729,1.1162016642436303e-06,1.7905776256500587,12.969405413651412
30,3,3,type1_a,GEXP-5,0,5,196295.59247445257,169654.6407314773,1.2775420311163226e-06,1.6188784096082571,16.092594781756738
30,3,4,type1_a,GEXP-5,0,5,264396.8340708407,214164.61366452425,1.4958421756794031e-06,5.605219827129673,10.23972690507494
30,3,5,type1_a,GEXP-5,0,5,634643.0444846563,423746.39932673273,1.246238386048495e-06,3.0020395757203744,14.867359164444808
30,3,6,type1_a,GEXP-5,0,5,1012419.7362626136,509053.1403429847,1.6595913160045602e-06,3.2064461421527994,17.84197468825433
30,3,7,type1_a,GEXP-5,1,5,2714452.0665016747,960546.8399519074,1.2468444451821178e-06,23.493338378122473,11.647050984159712
30,3,8,type1_a,GEXP-5,0,5,528703.7190695296,387484.56413378665,1.079485438872791e-06,5.73322082261177,14.316008568772437
30,3,9,type1_a,GEXP-5,0,5,269537.2036668667,216984.58453022133,1.5164574832164625e-06,2.822993022491751,14.53993605787324
30,3,10,type1_a,GEXP-5,0,5,110410.95109731863,100826.7770966724,1.320054754655082e-06,2.378139167737931,12.76878521295574
30,3,11,type1_a,GEXP-5,0,5,1137951.2092883321,577889.2952037366,1.6212782579817396e-06,1.6514767893456792,11.776720435131653
30,3,12,type1_a,GEXP-5,0,5,563850.4267867361,379051.8275147547,1.689706738601934e-06,1.6246708988975342,12.979025922423968
30,3,13,type1_a,GEXP-5,0,5,1547256.174417695,691720.4073855331,1.49721921558905e-06,4.894829702160166,11.94852550204529
