"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.548,"power"
2,0,"GAUSS5",0.554,"power"
3,0,"GAUSS5",0.484,"power"
4,0,"GAUSS5",0.486,"power"
5,0,"GAUSS5",0.536,"power"
6,0,"GAUSS5",0.482,"power"
7,0,"GAUSS5",0.518,"power"
8,0,"GAUSS5",0.516,"power"
9,0,"GAUSS5",0.484,"power"
10,0,"GAUSS5",0.544,"power"
