"n","method","power","q_mean","t_kern","t_cov","t_sel","t_boot","t_stat","t_total","rep"
300,"NEW_25",0.645,4,0.0647129881381989,0.305970374345779,0.00444061517715454,0.58576150894165,0.324165971279144,1.28505145788193,2
400,"GEXP_5",0.865,5,0.181012604236603,0.802119320631027,0,1.17006849646568,0.826401587724686,2.979602009058,2
400,"GEXP_rich_13",0.87,13,0.138477838039398,3.63583403706551,0,1.79300869703293,1.54389798045158,7.11121855258942,2
400,"NEW_13",0.835,4.745,0.14378515958786,0.327525053024292,0.00675418972969055,0.988864061832428,0.661517693996429,2.1284461581707,2
400,"NEW_25",0.795,4,0.069588543176651,0.306363312005997,0.00318985462188721,0.26824614405632,0.266820834875107,0.914208688735962,2
500,"GEXP_5",0.945,5,0.25794053196907,0.993700311183929,0,1.31009962439537,0.902466851472855,3.46420731902123,2
500,"GEXP_rich_13",0.935,13,0.341298167705536,7.39042498111725,0,3.45429596543312,3.10765305399895,14.2936721682549,2
500,"NEW_13",0.935,4.69,0.249650413990021,0.514849148988724,0.00563248515129089,1.40558223605156,0.910456926822662,3.08617121100426,2
500,"NEW_25",0.91,4,0.229980585575104,0.880103377103806,0.00551130175590515,1.16228058099747,0.717923654317856,2.99579949975014,2
600,"GEXP_5",0.97,5,0.55401277422905,2.10876443624496,0,2.56581800580025,1.96222838521004,7.1908236014843,2
600,"GEXP_rich_13",0.935,13,0.401840527057648,10.2584235334396,0,4.26554757833481,3.26976926922798,18.1955809080601,2
600,"NEW_13",0.985,4.665,0.362201170921326,0.725781930685043,0.00681998014450073,1.87461641669273,1.20566364169121,4.17508314013481,2
600,"NEW_25",0.935,4,0.337825043201447,1.28820587992668,0.00573194742202759,1.86176137328148,0.993620934486389,4.48714517831802,2
700,"GEXP_5",0.985,5,0.760799795389175,3.03801263332367,0,3.43013625383377,2.35455059289932,9.58349927544594,2
700,"GEXP_rich_13",0.995,13,0.444485317468643,11.7695480036736,0,4.3038022351265,3.61098830580711,20.1288238620758,2
700,"NEW_13",0.98,4.55,0.517858362197876,1.02511891365051,0.00561377882957459,2.6084965634346,1.60932117462158,5.76640879273415,2
700,"NEW_25",0.965,4,0.480684390068054,1.82806188225746,0.00308745741844177,2.53461973309517,1.38280435323715,6.22925781607628,2
50,"GEXP_5",0.25,5,0.00320822358131409,0.0545524513721466,0,0.0613752484321594,0.109425165653229,0.228561089038849,3
50,"GEXP_rich_13",0.35,13,0.00704247713088989,0.197264561653137,0,0.149639880657196,0.262444541454315,0.616391460895538,3
50,"NEW_13",0.2,4.115,0.000941283702850342,0.00333918690681458,0.00422219634056091,0.0466991555690765,0.0844591724872589,0.139660995006561,3
50,"NEW_25",0.175,4.015,0.000930471420288086,0.00575129866600037,0.0044638466835022,0.0467008030414581,0.076357809305191,0.13420422911644,3
100,"GEXP_5",0.315,5,0.00725126624107361,0.0860287308692932,0,0.117002551555634,0.162256437540054,0.372538986206055,3
100,"GEXP_rich_13",0.405,13,0.015626585483551,0.360401318073273,0,0.254714341163635,0.405353692770004,1.03609593749046,3
100,"NEW_13",0.255,4.43,0.00399463176727295,0.0169091653823853,0.00670154929161072,0.100030514001846,0.147552235126495,0.275188095569611,3
100,"NEW_25",0.22,4.02,0.00365058898925781,0.0321888911724091,0.00425460815429687,0.0897459483146667,0.118424679040909,0.248264715671539,3
200,"GEXP_5",0.585,5,0.0308787083625793,0.204406163692474,0,0.342785499095917,0.260559086799622,0.838629457950592,3
