"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.128,"power"
2,0,"GAUSS5",0.104,"power"
3,0,"GAUSS5",0.124,"power"
4,0,"GAUSS5",0.134,"power"
5,0,"GAUSS5",0.116,"power"
6,0,"GAUSS5",0.108,"power"
7,0,"GAUSS5",0.116,"power"
8,0,"GAUSS5",0.088,"power"
9,0,"GAUSS5",0.12,"power"
10,0,"GAUSS5",0.128,"power"
