"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.15,"power"
2,0,"GAUSS5",0.15,"power"
3,0,"GAUSS5",0.25,"power"
4,0,"GAUSS5",0.25,"power"
