result_kind,experiment,scenario,setting,label,label_name,n,representation,projection_id,summary_scope,projection_repeats,outer_repetitions,inner_repetitions,tests_per_projection,independent_tests,rejection_rate,power,type1_error,binomial_se,ci_lower,ci_upper,mean_stat,mean_cutoff,mean_cond_sigma_reg,B_boot,alpha
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r06,per_projection,1,10,20,200,200,0.395,0.395,,0.03456696399743547,0.3272487505650265,0.46275124943497353,35.9039941477075,14.650907298940565,29523.27839757082,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r07,per_projection,1,10,20,200,200,0.38,0.38,,0.03432200460346103,0.3127288709772164,0.4472711290227836,30.99562935606809,14.276844462016868,32844.734578721065,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r08,per_projection,1,10,20,200,200,0.41,0.41,,0.0347778665245584,0.3418353816118655,0.47816461838813445,25.05293291495895,13.995050818675013,33748.467898472816,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r09,per_projection,1,10,20,200,200,0.34,0.34,,0.03349626844888845,0.27434731384017863,0.4056526861598214,19.523592858925614,13.789937762887192,32799.05877410251,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r10,per_projection,1,10,20,200,200,0.47,0.47,,0.03529164207004259,0.4008283815427165,0.5391716184572835,33.076157156108806,14.328724618072085,30621.292245787437,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r11,per_projection,1,10,20,200,200,0.325,0.325,,0.03311910324872942,0.26008655763249033,0.3899134423675097,20.609001069347265,14.21278169164557,32987.88083670868,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r12,per_projection,1,10,20,200,200,0.505,0.505,,0.03535357124817803,0.4357070003535711,0.574292999646429,29.11955979985938,12.922943426802442,40894.08057975156,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r13,per_projection,1,10,20,200,200,0.335,0.335,,0.0333747659167821,0.2695854588031071,0.40041454119689296,28.540534144617364,14.037819099697437,33454.176115434726,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r14,per_projection,1,10,20,200,200,0.325,0.325,,0.03311910324872942,0.26008655763249033,0.3899134423675097,21.539603137749125,13.77524572382513,35328.01569937094,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r15,per_projection,1,10,20,200,200,0.465,0.465,,0.03526861210765175,0.3958735202690026,0.5341264797309975,26.5642025797432,13.5150510626116,37588.77631224324,500,0.05
power,center_shift,label8_source_vs_external,H1_source_vs_external,8,colorectal adenocarcinoma epithelium,20,residual_random8,r16,per_projection,1,10,20,200,200,0.285,0.285,,0.03191982142807193,0.222437150000979,0.347562849999021,15.39748105117926,14.2498342027896,29193.270704058312,500,0.05
