outer_iter,inner_iter,scenario,method,reject,q,cond_raw,cond_reg,ridge_lambda,stat,cutoff
1,4,type1_b,NEW-MMMD,0,4,16585.630180864893,16379.41713916138,3.432316946364659e-07,1.8265813969959375,10.181510116301801
1,5,type1_b,GEXP-5,0,5,86998887.93770702,1663377.538957661,4.1816233801575735e-07,3.6250643839820285,17.572127534061146
1,5,type1_b,NEW-MMMD,0,4,59691.87473324018,53899.832576556495,1.251653841725541e-06,2.7589289802759396,12.102499447581973
1,6,type1_b,GEXP-5,0,5,16456048.093069792,1482954.293001325,3.892829845939446e-07,2.7864142009011346,8.541109701703169
1,6,type1_b,NEW-MMMD,0,4,50865.018075309956,46570.114945127825,1.1367103821669087e-06,2.404614558847914,9.705159772806642
1,7,type1_b,GEXP-5,0,5,60663204.80755129,1632929.1082576432,4.0748043602502e-07,1.2493449023971301,9.3801539055382
1,7,type1_b,NEW-MMMD,0,4,51543.02217097076,47150.39886386545,1.2123272325995307e-06,1.2155578250861128,23.481208951732803
1,8,type1_b,GEXP-5,0,5,2369072.628757082,969107.9080718822,3.986888178010151e-07,1.3036629321580158,12.394206181398836
1,8,type1_b,NEW-MMMD,0,4,21800.082812113385,21421.398471190896,3.986888178813388e-07,1.2145676639580096,10.908775285043413
2,1,power,GEXP-5,0,5,8263023.968903203,1303976.042418424,4.0950795383379266e-07,5.32728107263938,12.739771768131929
2,1,power,NEW-MMMD,0,4,27663.156639910947,26283.404646464893,1.1730544100076007e-06,5.33909266644217,7.265073487046485
2,2,power,GEXP-5,0,5,13284535.513878854,1485528.2273926183,3.924919443366457e-07,2.480967931621734,8.274414712501533
2,2,power,NEW-MMMD,0,4,54967.09675546436,50035.92518760472,1.1611582902897478e-06,1.2258550879810137,8.597025274312667
2,3,power,GEXP-5,0,5,9034258.634284645,1318507.6108011187,4.758200111393448e-07,2.966279545302333,6.553258295860889
2,3,power,NEW-MMMD,0,4,27237.02071546791,25877.09811161038,1.3679637303143765e-06,2.658047167210718,6.769244267437309
2,4,power,GEXP-5,0,5,60227380.434641495,1578992.930330536,4.1999672609242907e-07,7.1661640465719145,10.767407705938933
2,4,power,NEW-MMMD,0,4,54269.48307529309,49282.80998888584,1.2376413307913026e-06,6.947595694199713,14.302375355960319
2,5,power,GEXP-5,0,5,16198318.895702718,1530108.230184437,3.471497604295005e-07,4.320789364717058,9.194796833137655
2,5,power,NEW-MMMD,0,4,49816.98967852747,45876.51393091545,1.0164020456854057e-06,3.826857203368217,10.006809304804504
