"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.99,"power"
1,0.2,"GAUSS5",0.83,"power"
1,0.4,"GAUSS5",0.27,"power"
1,0.6,"GAUSS5",0.03,"power"
1,0.8,"GAUSS5",0.04,"power"
1,1,"GAUSS5",0.05,"power"
2,0,"GAUSS5",1,"power"
2,0.2,"GAUSS5",0.83,"power"
2,0.4,"GAUSS5",0.18,"power"
2,0.6,"GAUSS5",0.08,"power"
2,0.8,"GAUSS5",0.08,"power"
2,1,"GAUSS5",0.08,"power"
