"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.048,"power"
2,0,"GAUSS5",0.068,"power"
3,0,"GAUSS5",0.044,"power"
4,0,"GAUSS5",0.06,"power"
5,0,"GAUSS5",0.056,"power"
6,0,"GAUSS5",0.076,"power"
7,0,"GAUSS5",0.052,"power"
8,0,"GAUSS5",0.042,"power"
9,0,"GAUSS5",0.054,"power"
10,0,"GAUSS5",0.034,"power"
