"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.004,"type1"
2,0,"GAUSS5",0.002,"type1"
3,0,"GAUSS5",0.002,"type1"
4,0,"GAUSS5",0.006,"type1"
5,0,"GAUSS5",0.004,"type1"
6,0,"GAUSS5",0.006,"type1"
7,0,"GAUSS5",0.002,"type1"
8,0,"GAUSS5",0.004,"type1"
9,0,"GAUSS5",0.004,"type1"
10,0,"GAUSS5",0.004,"type1"
