outer_iter,inner_iter,scenario,method,reject,q,cond_raw,cond_reg,ridge_lambda,stat,cutoff
1,1,power,GEXP-5,0,5,34065004.74089535,1357982.915226477,4.047843464947625e-07,5.702691096969247,9.854974836636103
1,1,power,NEW-MMMD,0,4,39223.68922528924,36153.99186273922,1.1595008137800809e-06,5.514502756135913,11.937163050962774
1,2,power,GEXP-5,0,5,53267735.363900736,1519710.5434282378,3.417176981889344e-07,4.119482632804878,9.73272016423341
1,2,power,NEW-MMMD,0,4,47046.630806624606,43064.24296915551,1.0078565505573712e-06,3.971975552837641,13.754311302209976
1,3,power,GEXP-5,0,5,8750538.75003556,1203849.6273450437,4.2763924414971534e-07,8.224672651952318,13.530786742747951
1,3,power,NEW-MMMD,0,4,23992.83036145133,22809.81797646304,1.2080118753286688e-06,7.856193088771633,12.749166605274143
1,4,power,GEXP-5,0,5,22546171.90288321,1420984.3718882713,3.547291828160516e-07,6.028076782520969,13.225882018161682
1,4,power,NEW-MMMD,0,4,30239.146493931836,28526.676417860956,1.0246495295339021e-06,3.4031624422704994,11.581811097749394
1,5,power,GEXP-5,1,5,8267178.05236789,1158188.2453154507,3.9299227170714377e-07,17.836573911615062,12.114088100909205
1,5,power,NEW-MMMD,1,4,20531.535152721517,19642.211826550705,1.0908683852110251e-06,17.56959356015776,14.840413581279233
1,6,power,GEXP-5,0,5,16220578.063526317,1316021.209743572,3.695363683860578e-07,5.506251176493947,11.296513469065097
1,6,power,NEW-MMMD,0,4,29779.918434909425,28027.85313080205,1.0511046886548831e-06,5.467823924932656,14.309228844069048
1,7,power,GEXP-5,0,5,7843998.579923922,1232791.6247003982,3.7807674235668043e-07,3.12338280245325,12.612860457116618
1,7,power,NEW-MMMD,0,4,24392.505111014223,23215.88008331635,1.0873124837660863e-06,3.067536902408836,13.094290906206977
1,8,power,GEXP-5,1,5,7250534.516251843,1108629.9428467692,4.658211460492289e-07,33.94688931425151,15.625388696695694
1,8,power,NEW-MMMD,1,4,22753.447815298594,21696.9252961227,1.2044034780142784e-06,34.81628121179568,11.27700243724475
1,9,power,GEXP-5,0,5,12392410.85013146,1259100.03190503,3.4411746007999034e-07,4.960587527039301,10.300197562877129
1,9,power,NEW-MMMD,0,4,25017.416158002325,23759.74509488547,9.670932994672547e-07,4.8598124626305435,10.810098200375931
1,10,power,GEXP-5,0,5,17496328.390800234,1347251.0504741415,3.7616041364300396e-07,2.6476932446126398,10.025471971650177
1,10,power,NEW-MMMD,0,4,31183.294294505205,29294.70031756718,1.0776571011641484e-06,2.2965836427625064,13.15549290397903
1,11,power,GEXP-5,0,5,13566585.472052088,1302428.1331616014,3.628286447127205e-07,12.177183611350529,12.754407598868442
1,11,power,NEW-MMMD,1,4,28784.010299171776,27152.955761800724,1.0339398388097902e-06,13.908937376055803,8.641894199866277
1,12,power,GEXP-5,0,5,5138752.922276082,1123743.7605275991,3.5558710030130644e-07,1.854238480984506,18.346973986206343
1,12,power,NEW-MMMD,0,4,22008.906649064753,21052.017176377543,1.0055790040426397e-06,1.9120537719331665,14.031001473940533
1,13,power,GEXP-5,1,5,6671224.397289312,1106206.4467615401,4.1029702411221584e-07,18.300941187570274,10.122706764212348
1,13,power,NEW-MMMD,1,4,25356.00472950258,24001.061153455346,1.126907542989111e-06,18.239931531123176,9.77111967612526
1,14,power,GEXP-5,0,5,16207666.904435242,1362712.6130693583,3.563572754748939e-07,5.067322685055984,9.161964808023285
1,14,power,NEW-MMMD,0,4,29303.245342414906,27658.9654861692,1.0262644538467421e-06,5.293381040459906,8.42325765539469
1,15,power,GEXP-5,0,5,4961449.115277301,1144527.237024061,3.574894397493942e-07,6.407281049367782,11.198459630744855
