label,label_name,matching_method,propensity_logit_caliper,source_label8_n,external_label8_n,source_overlap_n,external_overlap_n,matched_pair_n,mean_abs_propensity_logit_gap,median_abs_propensity_logit_gap,p90_abs_propensity_logit_gap,matched_color_only_auc
8,colorectal adenocarcinoma epithelium,common_support_nearest_neighbor_color_propensity,0.1,2577,1233,2574,1233,846,0.00939991052689892,0.001062833525648177,0.029093399700357625,0.6318078679252664
