train_label,train_label_name,test_label,test_label_name,representation,axis_method,repeat,train_source_n,train_external_n,test_source_n,test_external_n,auc,accuracy,effect_size
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,5,863,863,1577,741,0.5314451926606918,0.5418464193270061,0.11836288979472868
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,6,863,863,1577,741,0.7098164659490295,0.6061259706643658,0.7758119002144743
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,6,863,863,1577,741,0.5576972282909606,0.5159620362381363,0.22068998774107693
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,7,863,863,1577,741,0.7049763083871818,0.6087144089732528,0.76725235055152
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,7,863,863,1577,741,0.5475565162846143,0.5198446937014668,0.17565293931112777
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,8,863,863,1577,741,0.6941509913508712,0.634167385677308,0.7153557493855459
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,8,863,863,1577,741,0.5418734387796231,0.5340811044003452,0.15839384164654177
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,9,863,863,1577,741,0.6954312027569045,0.6324417601380501,0.724041713443481
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,9,863,863,1577,741,0.5388800032861042,0.5379637618636756,0.14913987638459644
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,10,863,863,1577,741,0.685023494788872,0.6251078515962036,0.680821533301519
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,10,863,863,1577,741,0.5308119330079748,0.5332182916307161,0.11525171409748462
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,11,863,863,1577,741,0.6791975059838758,0.6190681622088007,0.6626945677405568
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,11,863,863,1577,741,0.5261831472491286,0.5345125107851596,0.10185852783684464
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,12,863,863,1577,741,0.692314538357992,0.6345987920621226,0.7134627735558582
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,12,863,863,1577,741,0.5310087569540896,0.5457290767903364,0.11095790041503537
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,13,863,863,1577,741,0.6728957166830544,0.5754961173425367,0.6460585156088976
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,13,863,863,1577,741,0.5436448542946557,0.5189818809318378,0.17066062926313816
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,14,863,863,1577,741,0.6963614098413684,0.6173425366695428,0.7368345443881872
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,14,863,863,1577,741,0.5402620496903446,0.5310612597066436,0.15254202377203327
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,15,863,863,1577,741,0.6969741313431865,0.6324417601380501,0.7299491532123624
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,15,863,863,1577,741,0.536406867615358,0.5340811044003452,0.13864153463617193
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,16,863,863,1577,741,0.6653214177827868,0.5746333045729077,0.6057030908439436
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,16,863,863,1577,741,0.5371941633998171,0.5155306298533219,0.14746816034590043
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,17,863,863,1577,741,0.6753611505472134,0.588869715271786,0.6501831921053282
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,17,863,863,1577,741,0.5367782658441137,0.5220017256255393,0.1428275469101469
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,18,863,863,1577,741,0.7027171117882995,0.6061259706643658,0.7546996489490914
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,18,863,863,1577,741,0.5437740734940615,0.5258843830888698,0.1677170654375074
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,19,863,863,1577,741,0.6801456839503764,0.6281276962899051,0.6599956393947369
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,19,863,863,1577,741,0.5296789116833839,0.5332182916307161,0.10700373733620995
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,logistic_regression,20,863,863,1577,741,0.6965488204683212,0.6251078515962036,0.729797938868387
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_top8_pca,mean_difference,20,863,863,1577,741,0.537464582386653,0.5289042277825712,0.1420851248518474
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,1,863,863,1577,741,0.6793729360228042,0.6095772217428818,0.6985635095471286
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,1,863,863,1577,741,0.5794813603444248,0.5785159620362381,0.2307696057092771
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,2,863,863,1577,741,0.6885560567434879,0.6462467644521139,0.7679209271126757
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,2,863,863,1577,741,0.5812955636738302,0.5858498705780846,0.23725965386791195
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,3,863,863,1577,741,0.6594483623819805,0.6255392579810182,0.6710506462149001
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,3,863,863,1577,741,0.5777972319707126,0.5875754961173425,0.22749920894014486
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,4,863,863,1577,741,0.7048633485572376,0.6471095772217429,0.7797176690148749
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,4,863,863,1577,741,0.5862212968644234,0.5789473684210527,0.2522249654753808
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,5,863,863,1577,741,0.6674419818631012,0.5647109577221743,0.6993977209851246
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,5,863,863,1577,741,0.5906079035939197,0.5858498705780846,0.28085564872170715
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,6,863,863,1577,741,0.6685536092805058,0.5543572044866264,0.6621358338156421
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,6,863,863,1577,741,0.5905582697292473,0.5841242450388265,0.280801042910978
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,7,863,863,1577,741,0.674313704851368,0.5871440897325281,0.7188813412675645
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,7,863,863,1577,741,0.5781369672168324,0.58541846419327,0.2293576383077287
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,8,863,863,1577,741,0.6969253532348015,0.5677308024158757,0.8065019928557886
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,8,863,863,1577,741,0.5781943028880919,0.5742018981880932,0.22434825341005862
