sample_size,outer_iter,inner_iter,scenario,method,reject,q,cond_raw,cond_reg,ridge_lambda,stat,cutoff
30,3,10,power,GEXP-5,0,5,348788147.07411015,3657297.219743591,1.646446080738891e-07,0.34773642883068234,9.756613853383634
30,3,11,power,GEXP-5,0,5,511393106.82395136,3716387.3551464747,1.627953511940307e-07,1.3507364249934106,11.200863786793912
30,3,12,power,GEXP-5,0,5,1821725964.167008,4031771.76186501,1.480356879021515e-07,5.082460374009052,12.795142228212347
30,3,13,power,GEXP-5,0,5,1229463376.3984683,3389692.689795882,1.8377668207087165e-07,0.9720602016770883,15.259663028804724
30,3,14,power,GEXP-5,0,5,3134759532.8728485,3836367.245767572,1.580532684808185e-07,1.5019141678631716,14.818196810167805
30,3,15,power,GEXP-5,0,5,1677141146.5299876,4197046.9930826565,1.4094545185947564e-07,1.4867157111082392,12.1093176310424
30,3,16,power,GEXP-5,0,5,657364150.876775,3731004.6089572166,1.6297572156390894e-07,6.251844487530711,16.52767669607966
30,3,17,power,GEXP-5,0,5,614182301.6637774,3435931.811302563,1.7938134389049528e-07,0.3562913687433209,16.4844181276462
30,3,18,power,GEXP-5,1,5,1672436775.6267614,3725911.1052906937,1.6883725303429267e-07,23.508976399667432,12.442125712912814
30,3,19,power,GEXP-5,0,5,1908112340.3861592,3721108.513188679,1.632872908462472e-07,3.161530568252876,14.753437713274678
30,3,20,power,GEXP-5,0,5,305836404.3536615,3783542.3328105975,1.5762273430287362e-07,0.8666910706444302,18.715501096550458
30,4,1,power,GEXP-5,0,5,3170433899.483221,3897750.006325704,1.5183398660156164e-07,6.250235389184525,12.756522767227684
30,4,2,power,GEXP-5,0,5,736580977.1612139,3500264.18076942,1.8150327909112977e-07,13.195750992498326,13.644688676162383
30,4,3,power,GEXP-5,0,5,433114484.89105785,3658967.497409061,1.6377794735691503e-07,1.4591589461385108,13.31715105192474
30,4,4,power,GEXP-5,0,5,301679289.2051411,3285266.85589976,1.893763965229068e-07,1.8125803213382816,11.000069762048536
30,4,5,power,GEXP-5,0,5,98997558.24793147,3216383.0970086367,1.9055038043023347e-07,0.25380878686544417,16.30974881704026
30,4,6,power,GEXP-5,0,5,429414543.8921107,3570576.15575727,1.6686396173266129e-07,0.8857572788984323,17.540186470926994
30,4,7,power,GEXP-5,0,5,324022381.9911841,3823342.6837820034,1.5820019832420787e-07,1.1530193408091298,8.853849021893044
30,4,8,power,GEXP-5,0,5,270632381.9278811,3570418.8044765797,1.6994144282316095e-07,1.0319364481294733,15.433370476651042
30,4,9,power,GEXP-5,0,5,3820248153.5503173,3424888.315268008,1.8164166523352307e-07,0.19541933361352298,7.825812122838975
30,4,10,power,GEXP-5,0,5,1369038819.9914353,3809413.7084608544,1.5947064899977557e-07,1.1033532080543762,11.151936299763747
30,4,11,power,GEXP-5,0,5,1840489700.4940715,3930327.9005316044,1.552139294713903e-07,3.822300487212381,10.824322656241398
30,4,12,power,GEXP-5,0,5,1589263945.6275265,3938351.43866234,1.5208599483455367e-07,8.20609992092746,11.889642559490484
30,4,13,power,GEXP-5,0,5,163599853.76285428,3385682.7363947695,1.7899395204716373e-07,0.5426903543946686,12.983260794556099
30,4,14,power,GEXP-5,1,5,647396357.4281876,3436941.6371251876,1.850434055795572e-07,15.444643871770637,10.04115321516557
30,4,15,power,GEXP-5,0,5,169073587.9056798,3723388.627093039,1.6084416471747986e-07,1.1656264411579942,12.09427010705897
30,4,16,power,GEXP-5,0,5,181808713.4210404,3298091.2090307036,1.8825381569229493e-07,0.43815380337924914,8.998449453666055
30,4,17,power,GEXP-5,0,5,114422324.11081646,3414085.6678360016,1.7679742170699184e-07,10.834591042504783,15.041598867164085
30,4,18,power,GEXP-5,1,5,88405129.44275089,3327597.7115616947,1.7632898462964905e-07,12.440118994851474,11.563001003479519
30,4,19,power,GEXP-5,0,5,318247579.0015989,3715329.7233730154,1.5891855824383774e-07,6.3301618888157165,9.343274894201892
30,4,20,power,GEXP-5,0,5,607844993.9894527,3125017.8801057357,2.0488289427916208e-07,1.3692644642155365,11.98218776650611
30,1,1,power,NEW-MMMD,0,3,3344.9278000591876,3322.8344502272507,1.107637653993667e-06,0.2531421968629509,7.61323925813859
30,1,2,power,NEW-MMMD,0,3,6326.065507998071,6254.217954447408,9.885098787818658e-07,0.04832139253306042,9.758122950769732
30,1,3,power,NEW-MMMD,0,4,49311.55844313385,48537.81518980639,1.819043836671881e-07,0.9406739493921759,13.002823616846767
30,1,4,power,NEW-MMMD,0,3,4157.673774103084,4126.792868482032,9.7024876978214e-07,0.9409844299081165,7.683144527922019
30,1,5,power,NEW-MMMD,0,4,47104.29359570843,46357.216793130516,1.9275656405826442e-07,0.07070246973713762,9.879229385871483
30,1,6,power,NEW-MMMD,0,3,2337.6864063077073,2327.9529896830086,9.624653259191038e-07,0.6460743360120613,9.051230663134142
30,1,7,power,NEW-MMMD,0,3,3257.8966136097724,3238.4696878628883,1.0041097451293861e-06,2.6227275607998677,7.100458522624677
30,1,8,power,NEW-MMMD,0,3,5286.061972762458,5233.93491757829,1.0419052227615644e-06,1.364503286796804,6.480360157228774
30,1,9,power,NEW-MMMD,0,3,2363.09946887453,2352.769733650338,1.0017588450255617e-06,0.6143862894012697,11.809776106427307
30,1,10,power,NEW-MMMD,1,3,3907.046717267639,3878.5345162401977,1.0289068532230862e-06,25.437732452629987,8.045031355087016
30,1,11,power,NEW-MMMD,0,3,2916.6873659939697,2900.880302285585,1.0127012523683714e-06,0.6765060254956858,9.424677288583647
30,1,12,power,NEW-MMMD,1,4,46262.677913789805,45390.69411874612,2.4441546395293903e-07,15.617688854622202,10.442724606870073
30,1,13,power,NEW-MMMD,0,3,4509.369189310109,4469.580757383718,1.1163847864111986e-06,3.4112562184549304,6.81254309388357
30,1,14,power,NEW-MMMD,0,3,3129.098058053989,3111.641749292733,9.734124150007751e-07,4.926671846638485,16.93367490481465
30,1,15,power,NEW-MMMD,0,3,2748.237457522573,2734.430629593961,1.0014136782992664e-06,0.9521636795553649,6.768175040664641
30,1,16,power,NEW-MMMD,0,3,2374.700267730691,2364.213767022706,1.008744996246517e-06,0.5173314266617508,7.248658393843714
30,1,17,power,NEW-MMMD,0,3,2204.478846310231,2194.884895415224,1.1153243203236698e-06,4.684435369361745,8.066327880121786
30,1,18,power,NEW-MMMD,0,3,2687.1308250569455,2673.7790510346626,1.0069502255369901e-06,0.8274783650141413,8.628969209623563
30,1,19,power,NEW-MMMD,0,3,2090.833989237813,2082.6644789179604,1.0349427415463097e-06,0.9273923651431892,8.56291863504171
30,1,20,power,NEW-MMMD,0,3,2920.442513733392,2904.607711667189,1.037847686998599e-06,1.688742104425248,10.840551939181173
30,2,1,power,NEW-MMMD,0,3,2759.2809314320957,2746.0276056601806,9.278447160436069e-07,0.2894877856922204,11.267770560643989
30,2,2,power,NEW-MMMD,0,3,3592.967118787416,3568.449336520595,1.0639532168984034e-06,0.29586318896364405,11.174167633131601
30,2,3,power,NEW-MMMD,0,3,2303.0060073390528,2292.716716966742,1.082229228573912e-06,3.537304196579047,13.961278684078028
30,2,4,power,NEW-MMMD,0,3,3511.3322352971154,3488.8245245192884,1.01426695037826e-06,2.3870826632082434,8.212467872861838
30,2,5,power,NEW-MMMD,0,3,4354.871001865639,4320.341478660274,9.999680871659193e-07,1.7257735231688685,7.520313825567457
30,2,6,power,NEW-MMMD,0,3,1191.2470560230151,1188.575671382431,1.0439353684406696e-06,1.2940970233646103,11.368166620929262
30,2,7,power,NEW-MMMD,0,3,4333.305718221287,4299.900165404875,9.681802152082153e-07,0.41051694097559244,10.09193216902471
30,2,8,power,NEW-MMMD,0,3,2340.0382069214784,2330.1547000132623,9.839631084503406e-07,2.3341109437533367,11.438533822118707
30,2,9,power,NEW-MMMD,0,3,3660.965876201517,3636.8666614367758,9.788954633651606e-07,1.4536922268197228,8.608485950550461
30,2,10,power,NEW-MMMD,0,3,4244.872629508625,4213.726843811047,9.286958546268782e-07,1.2267886845116744,11.223002895686887
30,2,11,power,NEW-MMMD,0,3,2361.6384785140344,2351.15967278351,1.0297518038656993e-06,0.019937005502597416,12.546551201903199
30,2,12,power,NEW-MMMD,0,3,3207.528421143518,3187.2982685852567,1.1131420607093106e-06,2.327315389678299,7.777050684489142
30,2,13,power,NEW-MMMD,0,3,4550.710924832611,4512.823693334341,1.0127738151347406e-06,0.07944345022200394,9.221064296230928
30,2,14,power,NEW-MMMD,0,3,3693.7364020558266,3667.7707273187325,1.068894872038287e-06,0.2006109623280614,9.158172171367942
30,2,15,power,NEW-MMMD,0,3,3622.457445997688,3599.304389679945,9.380065820375194e-07,2.209451737654917,8.204487815682466
30,2,16,power,NEW-MMMD,0,3,3131.4512965115578,3113.7953291207264,9.77709979223482e-07,0.29521142684841184,7.7111382011889145
30,2,17,power,NEW-MMMD,0,3,3919.582638990406,3891.638951180721,9.899061986276036e-07,1.4019309836108853,15.128012569463072
30,2,18,power,NEW-MMMD,0,3,2923.789836075381,2907.4970417921177,1.063004656686821e-06,0.2888078631527081,10.15779534363349
30,2,19,power,NEW-MMMD,0,3,2623.2216500891145,2611.013459858393,9.623363667439512e-07,1.0306975978218427,7.908672493526856
30,2,20,power,NEW-MMMD,0,3,3548.820433242643,3525.3442184999094,1.0112554740636446e-06,0.7378277629087067,7.459956317487114
30,3,1,power,NEW-MMMD,1,3,3383.8759741729555,3362.3087750669556,1.0569197343504912e-06,10.415531823386615,10.033131219432818
30,3,2,power,NEW-MMMD,0,3,1799.5809867422772,1793.364014269123,1.0604147769864364e-06,1.5880490516514354,13.120667511017738
30,3,3,power,NEW-MMMD,0,3,4227.552752839443,4195.372267310295,9.730384824151619e-07,0.5883151778988092,10.160749212144891
30,3,4,power,NEW-MMMD,0,3,6592.528569708503,6510.5066787379055,1.0626295943066429e-06,3.7818649900153503,7.54913848794762
30,3,5,power,NEW-MMMD,0,3,3501.087511679854,3478.8094499911,1.0075055377604992e-06,0.238628063163417,6.37716484891251
30,3,6,power,NEW-MMMD,0,3,1139.6639206002892,1137.213636026269,1.0247814027815973e-06,0.6564690283479374,10.033324587394883
30,3,7,power,NEW-MMMD,0,3,2595.0790419658865,2582.5401570275926,1.0251657287453783e-06,1.76300166167623,12.821148728198501
30,3,8,power,NEW-MMMD,0,3,3275.500989245849,3255.790984921638,1.000328321389495e-06,1.0880432510879692,6.732813055224123
30,3,9,power,NEW-MMMD,0,3,3451.6004567191785,3429.5045802435293,1.0158158821407774e-06,0.9955228611262958,13.727501391104514
30,3,10,power,NEW-MMMD,0,3,2730.1539949134412,2716.556818791546,9.894704836132305e-07,0.28911000969214373,9.026820172238596
30,3,11,power,NEW-MMMD,0,3,2358.3942039072467,2348.2912318125495,9.863868916007556e-07,1.0525375147859282,8.530481575770468
30,3,12,power,NEW-MMMD,0,3,5015.344162349053,4971.503743299965,9.376201580225876e-07,1.786304883887107,13.839843646293701
30,3,13,power,NEW-MMMD,0,3,4290.88153804071,4256.114401810203,1.0485043181773966e-06,0.25806701092565665,7.387447609240001
30,3,14,power,NEW-MMMD,0,3,4186.640192036718,4155.0252190112715,9.799702238774495e-07,0.24812172098345242,8.338947655080942
30,3,15,power,NEW-MMMD,0,3,5028.498187522749,4985.405161708431,9.120110826704428e-07,0.3805263109832495,6.93743651025075
30,3,16,power,NEW-MMMD,0,3,3034.0716401794107,3017.3539054769567,9.904896600386893e-07,2.088737535229628,8.900428096596618
30,3,17,power,NEW-MMMD,0,3,2537.8450884836975,2525.7042269889703,1.0362940272828484e-06,0.3445752685613046,11.96903787880468
30,3,18,power,NEW-MMMD,0,3,6719.865193488133,6637.20200167687,1.0317228933404928e-06,2.597676658530112,10.186619724882856
30,3,19,power,NEW-MMMD,0,3,4538.592276795009,4501.146546335267,9.899226392081195e-07,3.126639304658738,10.831726944942345
30,3,20,power,NEW-MMMD,0,3,1892.9436609111967,1886.5045428864885,9.682815224986093e-07,0.7615565117594465,8.778313618908513
30,4,1,power,NEW-MMMD,0,3,6214.12059118226,6146.365401094564,9.375389528049508e-07,0.2537290539624464,7.365293241233608
30,4,2,power,NEW-MMMD,0,3,4270.369686265055,4235.824398307147,1.0719618100200883e-06,8.270862523216731,8.899393885206385
30,4,3,power,NEW-MMMD,0,3,2726.303678708173,2712.854472204164,9.765150802210681e-07,1.4206850650396055,8.804659781207349
30,4,4,power,NEW-MMMD,0,3,1906.2702814701313,1899.2393598564681,1.0748465252251485e-06,0.9217471710754772,8.101475668114926
30,4,5,power,NEW-MMMD,0,3,2474.16150805295,2462.4072649788664,1.0741135485712776e-06,0.1901138281049416,5.211883118352381
30,4,6,power,NEW-MMMD,0,3,2669.626936640672,2656.606355139646,9.795375458038254e-07,0.023543595010257462,8.128929928623183
30,4,7,power,NEW-MMMD,0,3,3846.9299720718027,3820.480818356872,9.776436553797238e-07,0.9176070685496747,7.802398270933935
30,4,8,power,NEW-MMMD,0,3,2543.8829960884796,2531.8895520852743,1.0125923375901216e-06,1.0163954019211197,9.664529447277937
30,4,9,power,NEW-MMMD,0,3,6040.414505112114,5971.273290016942,1.0521413596693367e-06,0.19333538276941842,12.648167446093241
30,4,10,power,NEW-MMMD,0,3,3231.676479498592,3212.8727401932056,9.792369198177413e-07,1.0936366773689135,11.955478123422068
30,4,11,power,NEW-MMMD,0,3,4638.263691454004,4600.152057566212,9.70109677256758e-07,0.6020053650229005,9.895466733824914
30,4,12,power,NEW-MMMD,0,3,4398.980767118637,4364.896299038091,9.493814469028596e-07,0.4704055543848577,10.578655150473832
30,4,13,power,NEW-MMMD,0,3,2036.7729356749446,2028.9770888618077,1.0316951883884562e-06,0.4725394154989715,7.596276680898885
30,4,14,power,NEW-MMMD,1,3,3060.1091228797945,3042.2321925534325,1.07858481060788e-06,11.001028880534356,6.607734932479235
30,4,15,power,NEW-MMMD,0,3,1873.8946889330932,1867.551149488891,9.846196447065773e-07,1.0464674094370736,6.7094970271622705
30,4,16,power,NEW-MMMD,0,3,2295.156324837987,2285.023687093836,1.0742674321169717e-06,0.40114370136880373,6.862406737435503
30,4,17,power,NEW-MMMD,1,3,2300.971212431872,2291.0632838019046,1.0320836337880742e-06,10.604607987206151,8.331679282054852
30,4,18,power,NEW-MMMD,0,3,2647.273080642138,2634.3200571867364,1.0027404629146052e-06,5.677590933777532,12.747249931545914
30,4,19,power,NEW-MMMD,0,3,2183.4461665512686,2174.900207087116,9.567182482769694e-07,3.01928607171348,9.41854479031787
30,4,20,power,NEW-MMMD,0,3,2790.723557383109,2775.242451693374,1.125304484570332e-06,1.1070966991822777,10.611674616561203
30,1,1,type1_a,GEXP-5,0,5,4904535057.338759,3946906.054897848,1.5224337688035544e-07,1.3293593565102952,10.511662801645302
30,1,2,type1_a,GEXP-5,0,5,1591101510.8179638,3442505.656240185,1.8488380125598383e-07,7.879611449588687,11.433270357702174
30,1,3,type1_a,GEXP-5,0,5,239359414.94055164,3291537.9640937964,1.8673149453210943e-07,0.8549823848904001,14.227407655271962
30,1,4,type1_a,GEXP-5,0,5,2778708576.5638504,3843972.740324259,1.5824329330743326e-07,0.6529882652156296,9.68360391120381
30,1,5,type1_a,GEXP-5,0,5,156868309.82757106,3990799.971929349,1.4342707119063098e-07,2.0702432144269185,12.866245330651068
30,1,6,type1_a,GEXP-5,0,5,1051624609.439475,3998723.8969486943,1.4921893151883057e-07,1.3689150633278597,14.296712407466075
30,1,7,type1_a,GEXP-5,0,5,967888827.227062,3454754.172782166,1.7927745840400533e-07,2.47571804979866,16.805999868287373
30,1,8,type1_a,GEXP-5,0,5,267950281.84839627,3564459.6818114202,1.7050927497278102e-07,1.8297133328994963,23.97318381794402
30,1,9,type1_a,GEXP-5,0,5,220546292.67749327,3456604.49312229,1.7766577120466168e-07,0.3893954339625134,11.956640841419718
30,1,10,type1_a,GEXP-5,0,5,367285828.39264005,3347548.4834438073,1.8406727124037716e-07,0.9870268230278088,8.51672261905278
30,1,11,type1_a,GEXP-5,0,5,121987696.09526852,3018548.9899404687,2.048414721645281e-07,1.2452097516873888,12.457256822464025
30,1,12,type1_a,GEXP-5,0,5,2178271853.3498735,3502724.6697289543,1.787979074471277e-07,0.5666985445338337,9.452126724167004
30,1,13,type1_a,GEXP-5,0,5,890076630.8940612,3677851.248627716,1.663963683589699e-07,0.674921728386014,14.844979054108189
30,1,14,type1_a,GEXP-5,0,5,474982570.7326247,3479995.3607911738,1.7910450396555666e-07,0.371882264393123,10.246088269993482
30,1,15,type1_a,GEXP-5,0,5,145839377.57519922,3278001.7758386056,1.8272290496072622e-07,0.06970031283665534,15.770561782296202
30,1,16,type1_a,GEXP-5,0,5,359774732.5681179,3583673.987000905,1.7236951527289307e-07,2.5582415922589306,23.767709664511536
30,1,17,type1_a,GEXP-5,0,5,2416134668.777419,3760023.0921621216,1.6429425382092307e-07,4.053791239845296,9.61207133145305
30,1,18,type1_a,GEXP-5,0,5,1181263740.8289406,3807123.326921931,1.5852167585352157e-07,1.471949288977247,8.171772844229102
30,1,19,type1_a,GEXP-5,0,5,1869513476.834421,3294909.329108315,1.9246161205958344e-07,7.9644716879146245,10.480225018044049
30,1,20,type1_a,GEXP-5,0,5,1472787032.3514788,3306560.3344126823,1.8746656627917063e-07,0.791221826080772,10.837301006815938
30,2,1,type1_a,GEXP-5,0,5,756462456.2565792,3672502.3843945283,1.6716492924091166e-07,7.499442410503157,12.072213392327575
30,2,2,type1_a,GEXP-5,0,5,2848932170.67543,4100909.2759130886,1.4440406698839605e-07,2.30584092546907,17.285678758088878
30,2,3,type1_a,GEXP-5,0,5,303224807.2723614,3626941.2709989944,1.6188458092930574e-07,0.7531074413371321,13.72231639977204
30,2,4,type1_a,GEXP-5,0,5,410942669.98258895,3547458.7136129625,1.7411426198995593e-07,9.338518612966915,15.287344521021438
30,2,5,type1_a,GEXP-5,0,5,373653861.3604724,3941926.209177284,1.50184742923996e-07,5.38706867482319,10.708388080515434
30,2,6,type1_a,GEXP-5,0,5,380833428.26287234,3614249.315768815,1.6753455977378473e-07,2.092305670288442,11.962618668680436
30,2,7,type1_a,GEXP-5,0,5,53913807.263136804,3461475.1565600187,1.6509102770558374e-07,1.6998347504623097,11.53109863295114
30,2,8,type1_a,GEXP-5,1,5,3883257037.3210287,4036728.873968317,1.513831420762703e-07,12.668615246175449,10.709885625012992
30,2,9,type1_a,GEXP-5,0,5,956213729.8404673,3804464.069591066,1.5809972942142498e-07,0.4450005620849029,12.908384771144613
30,2,10,type1_a,GEXP-5,0,5,421341437.11546487,3747431.007313832,1.618699077994168e-07,2.694959012743836,7.792431494125564
30,2,11,type1_a,GEXP-5,0,5,360198988.97107685,3116617.9132906445,2.0180809451399105e-07,0.7034167064614065,8.095502468359895
30,2,12,type1_a,GEXP-5,0,5,1029253406.909245,2889638.4390873536,2.2448002945810714e-07,2.409429724622655,8.736991780012387
30,2,13,type1_a,GEXP-5,0,5,3150894420.2793865,3589764.0111374008,1.7193602030004965e-07,1.6851299951176237,10.141689228791938
30,2,14,type1_a,GEXP-5,0,5,799886224.5997921,3772891.1751202596,1.6241380946005007e-07,1.2199053207371904,10.944551123542658
30,2,15,type1_a,GEXP-5,1,5,2226666363.7456584,3660242.6280902144,1.672701746704758e-07,15.269574013147263,10.173031368106882
30,2,16,type1_a,GEXP-5,0,5,1468506862.5124326,3767346.7322756527,1.5735225521222423e-07,5.2453329205130785,16.99552861410946
30,2,17,type1_a,GEXP-5,0,5,1100538161.314538,3896410.39026219,1.518534782152652e-07,0.8760884330301995,14.162155683686137
30,2,18,type1_a,GEXP-5,0,5,1817983363.870359,3980436.637629305,1.499812831782584e-07,0.2765929809187393,11.083057704268677
30,2,19,type1_a,GEXP-5,1,5,651433440.5345651,3991439.1204202175,1.4732156151835946e-07,8.61385091481062,7.205467623700159
30,2,20,type1_a,GEXP-5,0,5,325500545.06899154,3920835.0303496174,1.515139486974624e-07,1.3190842491704036,15.588126798134907
30,3,1,type1_a,GEXP-5,1,5,3601780148.7345386,3715568.6999869463,1.624723790460051e-07,23.7733125107587,10.729658442424356
30,3,2,type1_a,GEXP-5,0,5,1725344191.9630153,3843859.121636777,1.551524516842595e-07,1.3239795266522307,12.77535825409478
30,3,3,type1_a,GEXP-5,0,5,42197284.32118922,2982698.597558638,1.940293101937243e-07,0.29134784772293165,12.625093398202983
30,3,4,type1_a,GEXP-5,0,5,227403025.74570724,3530484.935340778,1.697700710697572e-07,0.22972456043137157,11.52849333707287
30,3,5,type1_a,GEXP-5,0,5,1308661621.4331982,4081687.506850859,1.4522159388912043e-07,1.9875703205343669,8.304840374298019
30,3,6,type1_a,GEXP-5,0,5,1179680256.748595,3628207.342803804,1.678474987229705e-07,5.482832234232051,17.034278813294552
30,3,7,type1_a,GEXP-5,0,5,4060219171.910142,3792187.2337047984,1.6230901113749715e-07,8.006085175596077,10.750929291786035
30,3,8,type1_a,GEXP-5,0,5,872403180.9134734,3857584.1401581257,1.5663140812609578e-07,1.6915276815908724,12.910943247414673
30,3,9,type1_a,GEXP-5,0,5,293388993.42776906,4082195.055915135,1.4388772564511134e-07,5.146300022454738,13.402444844417722
30,3,10,type1_a,GEXP-5,0,5,491507384.89026874,4023719.6764127654,1.4679384756934136e-07,0.5933166145530393,8.045186656282693
30,3,11,type1_a,GEXP-5,0,5,518120759.91032624,3427898.5554474867,1.8151245864767068e-07,3.7791694415959043,10.248084077619875
