"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.878,"power"
2,0,"GAUSS5",0.892,"power"
3,0,"GAUSS5",0.892,"power"
4,0,"GAUSS5",0.894,"power"
5,0,"GAUSS5",0.896,"power"
6,0,"GAUSS5",0.896,"power"
7,0,"GAUSS5",0.858,"power"
8,0,"GAUSS5",0.914,"power"
9,0,"GAUSS5",0.882,"power"
10,0,"GAUSS5",0.898,"power"
