"noise_sigma","method","scenario","type1_mean","type1_se","n_rep"
0,"GAUSS5","type1",0.034,0.0052068331172711,10
0.2,"GAUSS5","type1",0.039,0.00276887462097269,10
0.4,"GAUSS5","type1",0.028,0.003590109871423,10
0.6,"GAUSS5","type1",0.042,0.00727247474309048,10
0.8,"GAUSS5","type1",0.042,0.00727247474309047,10
1,"GAUSS5","type1",0.063,0.00789514618821801,10
