noise_sigma,method,scenario,type1_mean,type1_se,n_rep
0.0,GAUSS5,type1,0.072,0.00916515138991168,10
0.2,GAUSS5,type1,0.045,0.006708203932499369,10
0.4,GAUSS5,type1,0.028000000000000004,0.004163331998932265,10
0.6,GAUSS5,type1,0.018,0.004422166387140533,10
0.8,GAUSS5,type1,0.022,0.005333333333333334,10
1.0,GAUSS5,type1,0.015,0.0026874192494328497,10
