"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.986,"power"
2,0,"GAUSS5",0.986,"power"
3,0,"GAUSS5",0.998,"power"
4,0,"GAUSS5",0.986,"power"
5,0,"GAUSS5",0.986,"power"
6,0,"GAUSS5",0.992,"power"
7,0,"GAUSS5",0.99,"power"
8,0,"GAUSS5",0.988,"power"
9,0,"GAUSS5",1,"power"
10,0,"GAUSS5",0.992,"power"
