label,label_name,representation,axis_method,repeats,mean_r2,sd_r2,mean_auc_before_color_residualization,sd_auc_before_color_residualization,mean_auc_after_color_residualization,sd_auc_after_color_residualization,mean_accuracy_before_color_residualization,mean_accuracy_after_color_residualization,top_correlated_color_features,mean_abs_corr_by_feature
8,colorectal adenocarcinoma epithelium,residual_top8_pca,logistic_regression,20,0.7283665954440054,0.04671427285357588,0.7781508400292184,0.014340915540703882,0.6221292914536158,0.02598097022748949,0.6997972972972973,0.5949324324324324,q10_G:0.8092;q10_B:0.8027;q10_R:0.7467;std_R:0.6599;std_B:0.5897,mean_R:0.4532;mean_G:0.3363;mean_B:0.4443;std_R:0.6599;std_G:0.5324;std_B:0.5897;q10_R:0.7467;q10_G:0.8092;q10_B:0.8027;q50_R:0.4771;q50_G:0.4625;q50_B:0.5207;q90_R:0.1999;q90_G:0.2023;q90_B:0.1828
8,colorectal adenocarcinoma epithelium,residual_full,logistic_regression,20,0.5338862310278654,0.026196689323965388,0.8691143170197224,0.009989369068389898,0.7366216216216216,0.014748101866572431,0.7937162162162162,0.6761486486486488,q10_G:0.6814;q10_B:0.6786;q10_R:0.6135;std_R:0.5423;std_B:0.4908,mean_R:0.3520;mean_G:0.2742;mean_B:0.3625;std_R:0.5423;std_G:0.4323;std_B:0.4908;q10_R:0.6135;q10_G:0.6814;q10_B:0.6786;q50_R:0.3734;q50_G:0.3864;q50_B:0.4338;q90_R:0.1852;q90_G:0.1794;q90_B:0.1681
