"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.234,"power"
2,0,"GAUSS5",0.258,"power"
3,0,"GAUSS5",0.258,"power"
4,0,"GAUSS5",0.28,"power"
5,0,"GAUSS5",0.236,"power"
6,0,"GAUSS5",0.206,"power"
7,0,"GAUSS5",0.258,"power"
8,0,"GAUSS5",0.254,"power"
9,0,"GAUSS5",0.272,"power"
10,0,"GAUSS5",0.25,"power"
