"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.154,"power"
2,0,"GAUSS5",0.19,"power"
3,0,"GAUSS5",0.158,"power"
4,0,"GAUSS5",0.19,"power"
5,0,"GAUSS5",0.176,"power"
6,0,"GAUSS5",0.176,"power"
7,0,"GAUSS5",0.198,"power"
8,0,"GAUSS5",0.176,"power"
9,0,"GAUSS5",0.188,"power"
10,0,"GAUSS5",0.154,"power"
