"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.606,"power"
2,0,"GAUSS5",0.568,"power"
3,0,"GAUSS5",0.602,"power"
4,0,"GAUSS5",0.578,"power"
5,0,"GAUSS5",0.552,"power"
6,0,"GAUSS5",0.576,"power"
7,0,"GAUSS5",0.58,"power"
8,0,"GAUSS5",0.628,"power"
9,0,"GAUSS5",0.614,"power"
10,0,"GAUSS5",0.622,"power"
