"outer_iter","noise_sigma","method","reject_rate","scenario"
1,0,"GAUSS5",0.05,"type1"
2,0,"GAUSS5",0,"type1"
3,0,"GAUSS5",0.05,"type1"
4,0,"GAUSS5",0.05,"type1"
